feature,importance
macd_signal,0.036062744
sma_50_ratio,0.027802
price_sma_20_distance,0.026975637
momentum_30,0.026856557
vpt_ratio,0.026470274
momentum_20,0.02563767
price_change_20d,0.025526235
sma_120_ratio,0.025237743
volatility_30d_annualized,0.024782458
open,0.024325611
price_position_50,0.024163235
sma_200_ratio,0.023901096
price_sma_10_distance,0.023546865
price_change_60d,0.023381492
price_channel_position_30,0.023376169
price_change_30d,0.023301583
volume_std_60,0.023273908
momentum_60,0.022894803
rsi_ma,0.022649249
price_sma_5_distance_ma,0.022632759
price_momentum_20,0.022430101
cci,0.022427041
close,0.021770673
sma_100_ratio,0.021057768
trend_strength_60,0.020983575
price_position_5,0.020335335
sma_20_ratio,0.020069428
price_sma_50_distance,0.019930324
ema_50_ratio,0.019890169
high_change_5d,0.019735038
relative_strength_200,0.01953848
stoch_d,0.019376798
momentum_5,0.019235663
vpt,0.019213136
price_sma_10_distance_ma,0.018845195
rsi,0.018840253
williams_r,0.018602978
bb_position,0.018503612
sma_10_ratio,0.01836469
ema_30_ratio,0.018088879
ema_20_ratio,0.017073432
price_position_10,0.016723676
stoch_k,0.01634175
relative_strength,0.013275681
sma_120_distance,0.013268545
price_momentum_5,0.012289702
ema_30_distance,0.0109899705
roc_20,0.0
roc_5,0.0
price_change_5d,0.0
