feature,importance
target_confidence,0.3316709
price_sma_10_distance_ma,0.029603614
volume_std_60,0.028377902
sma_50_ratio,0.028018566
vpt_ratio,0.026649976
momentum_5,0.025870973
volatility_30d_annualized,0.025082754
close,0.025041105
price_channel_position_30,0.024403011
rsi,0.024370167
open,0.02339995
sma_120_ratio,0.02317596
vpt,0.022729471
momentum_30,0.022099672
rsi_ma,0.021680888
trend_strength_60,0.021358797
ema_30_distance,0.020973848
momentum_60,0.020879937
price_sma_10_distance,0.019866154
high_change_5d,0.019672526
ema_50_ratio,0.019574225
macd_signal,0.017296726
sma_100_ratio,0.01705223
price_position_5,0.016929278
cci,0.016499398
stoch_d,0.016479142
price_sma_5_distance_ma,0.016245356
price_sma_20_distance,0.016022818
bb_position,0.015213962
roc_20,0.014780236
price_position_10,0.014081846
stoch_k,0.012998539
price_position_50,0.01208858
ema_20_ratio,0.009811463
price_change_30d,0.0
sma_120_distance,0.0
ema_30_ratio,0.0
price_sma_50_distance,0.0
price_change_60d,0.0
relative_strength,0.0
sma_20_ratio,0.0
price_change_20d,0.0
williams_r,0.0
momentum_20,0.0
price_momentum_20,0.0
price_momentum_5,0.0
roc_5,0.0
price_change_5d,0.0
sma_10_ratio,0.0
volatility_30d,0.0
