feature,importance
target_confidence,0.41420168
price_sma_10_distance_ma,0.05372454
vpt,0.04707771
rsi_ma,0.044536687
cci,0.043742128
high_change_10d,0.038545582
volatility_10d_annualized,0.037745167
high_change_5d,0.036263645
price_sma_50_distance_ma,0.035394285
ema_50_ratio,0.034890033
vpt_ratio,0.034260258
vwap_ratio,0.031814113
sma_200_ratio,0.030470544
price_sma_50_distance,0.029687494
volume,0.026379755
price_position_10,0.024099875
macd_signal,0.018140296
momentum_20,0.012680089
volume_ma_20,0.0063460753
sma_20_ratio,0.0
bb_position,0.0
price_sma_20_distance_ma,0.0
ema_20_ratio,0.0
sma_50_ratio,0.0
rsi,0.0
price_position_50,0.0
macd,0.0
capital gains,0.0
stock splits,0.0
stoch_d,0.0
williams_r,0.0
price_momentum_20,0.0
relative_strength,0.0
price_sma_20_distance,0.0
momentum_10,0.0
roc_10,0.0
ema_10_ratio,0.0
price_sma_5_distance_ma,0.0
stoch_k,0.0
roc_20,0.0
high_low_spread_pct,0.0
price_change_10d,0.0
price_change_5d,0.0
price_momentum_5,0.0
momentum_5,0.0
roc_5,0.0
price_momentum_10,0.0
sma_10_ratio,0.0
price_sma_10_distance,0.0
volume_sma_20,0.0
