feature,importance
resistance_distance_5,0.10224445
resistance_distance_10,0.0934274
price_position_5,0.058372453
support_distance_10,0.05146484
resistance_distance_20,0.046756137
support_distance_5,0.039989583
days_since_start,0.03537931
price_position_50,0.033207458
support_distance_20,0.032779716
bb_position,0.031015925
price_position_in_range_30,0.02691807
high_low_ratio_60d,0.026736544
near_support_20,0.025445817
macd_signal,0.025090117
rsi,0.023526927
sma_120_distance,0.022952838
high_change_5d,0.022368876
high_low_ratio_20d,0.021068467
sma_60,0.020144563
volatility_ratio_20d,0.019894054
relative_strength_sma_200,0.018115973
macd_volume_interaction_volume_ratio_20,0.018038731
mfi,0.017905151
realized_volatility_10d,0.016754974
price_sma_50_distance_ma,0.016231857
vwap,0.016103692
price_change_30d,0.015763452
atr_ratio,0.01571267
price_volatility_ratio,0.015059704
trend_strength_60,0.0141142635
price_sma_10_distance_ma,0.013968731
day_of_year,0.013881021
price_change_60d,0.01384234
trend_strength_20,0.013699242
stoch_d,0.013282512
near_resistance_20,0.008742077
stock splits,0.0
