feature,selection_score,importance_score,vote_score
resistance_distance_5,1.0,0.11987724900245667,1.0
resistance_distance_10,1.0,0.10320940613746643,1.0
support_distance_10,1.0,0.07227087765932083,1.0
price_position_5,1.0,0.062114086002111435,1.0
macd_signal,1.0,0.04178871586918831,1.0
rsi,1.0,0.03774544596672058,1.0
support_distance_5,1.0,0.03707555681467056,1.0
resistance_distance_20,1.0,0.03107365593314171,1.0
price_position_50,1.0,0.02977442741394043,1.0
support_distance_20,1.0,0.028463615104556084,1.0
high_low_ratio_60d,0.7,0.028042659163475037,0.7
bb_position,1.0,0.026460573077201843,1.0
sma_120_distance,1.0,0.026337075978517532,1.0
relative_strength_sma_200,1.0,0.025502100586891174,1.0
price_change_30d,1.0,0.02393399178981781,1.0
sma_60,0.7,0.023318050429224968,0.7
price_sma_50_distance_ma,1.0,0.023082247003912926,1.0
high_low_ratio_20d,0.7,0.02253856509923935,0.7
realized_volatility_10d,1.0,0.022219378501176834,1.0
high_change_5d,1.0,0.019016746431589127,1.0
price_sma_10_distance_ma,1.0,0.01882266439497471,1.0
days_since_start,0.7,0.017515087500214577,0.7
vwap,0.7,0.016753951087594032,0.7
day_of_year,0.7,0.015663962811231613,0.7
atr_ratio,1.0,0.015303581021726131,1.0
price_position_in_range_30,1.0,0.014509751461446285,1.0
mfi,1.0,0.014069058932363987,1.0
trend_strength_20,1.0,0.013115068897604942,1.0
volatility_ratio_20d,1.0,0.013045541942119598,1.0
stoch_d,1.0,0.012684300541877747,1.0
trend_strength_60,1.0,0.01177165750414133,1.0
price_volatility_ratio,1.0,0.011395888403058052,1.0
macd_volume_interaction_volume_ratio_20,1.0,0.011082723736763,1.0
price_change_60d,1.0,0.010422280989587307,1.0
relative_strength_sma_50_ma,1.0,0.0,1.0
sma_100_ratio,1.0,0.0,1.0
sma_60_ratio,1.0,0.0,1.0
ema_50_ratio,1.0,0.0,1.0
macd,1.0,0.0,1.0
price_channel_position_30,1.0,0.0,1.0
stock splits,1.0,0.0,1.0
near_resistance_20,1.0,0.0,1.0
rsi_macd_interaction,1.0,0.0,1.0
sma_60_distance,1.0,0.0,1.0
price_position_20,1.0,0.0,1.0
price_position_in_range_20,1.0,0.0,1.0
price_channel_position_20,1.0,0.0,1.0
ema_90_ratio,1.0,0.0,1.0
ema_90_distance,1.0,0.0,1.0
momentum_60,1.0,0.0,1.0
rsi_trend_interaction_trend_strength_60,1.0,0.0,1.0
sma_120_ratio,1.0,0.0,1.0
momentum_30,1.0,0.0,1.0
rsi_trend_interaction_trend_strength_20,1.0,0.0,1.0
near_support_20,1.0,0.0,1.0
cci,1.0,0.0,1.0
relative_strength_200,1.0,0.0,1.0
sma_200_ratio,1.0,0.0,1.0
sma_120,0.7,0.0,0.7
sma_50,0.7,0.0,0.7
