feature,importance
volume_ratio_5,1.3522418e-06
low_change_3d,1.3268669e-06
bb_middle,1.2336515e-06
ema_50,1.1472803e-06
price_acceleration,1.1332805e-06
month,1.1044268e-06
price_sma_20_distance_ma,1.1017353e-06
price_change_5d,1.0989414e-06
volume_change,1.0905056e-06
momentum_5,1.078403e-06
month_sin,1.0244557e-06
ema_5,1.0211904e-06
price_sma_10_distance_ma,1.0188398e-06
roc_5,9.916652e-07
macd_signal_momentum,9.859199e-07
close,9.701279e-07
sma_20,9.529264e-07
volatility_10d_annualized,9.3594775e-07
bb_width,9.333518e-07
bb_lower,9.3187185e-07
volatility_10d,9.243628e-07
low,9.218014e-07
rsi_oversold,8.7872e-07
atr,8.73767e-07
sma_10,8.595003e-07
day_of_year,8.436943e-07
sma_200_ratio,8.370934e-07
ema_10,7.9329635e-07
stock splits,7.8743966e-07
sma_20_ratio,7.8679886e-07
sma_5,7.8135577e-07
vpt,7.7730846e-07
open,7.762343e-07
low_change_5d,7.686149e-07
low_change_2d,7.6574287e-07
price_sma_5_distance_ma,7.5713103e-07
macd_histogram,7.427101e-07
ema_20,7.33232e-07
volume_ma_5,7.282188e-07
volume_ma_20,7.227363e-07
sma_50,7.127611e-07
high,7.0367986e-07
dividends,6.514057e-07
day_cos,6.3958976e-07
sma_10_ratio,6.266586e-07
bb_width_ratio,6.263195e-07
capital gains,5.7684485e-07
vwap_ratio,5.6522845e-07
bb_upper,5.1332825e-07
price_momentum_5,4.9472175e-07
