feature,importance
resistance_distance_5,0.091151394
resistance_distance_10,0.062174737
near_resistance_20,0.050507434
support_distance_10,0.04428309
ema_5_ratio,0.044125337
price_position_50,0.03850944
pvt_ratio,0.03736095
price_position_5,0.036998507
near_support_10,0.03673903
support_distance_5,0.032877542
resistance_distance_20,0.031887993
near_resistance_10,0.031522643
support_distance_20,0.03122971
price_position_10,0.030636258
price_sma_20_distance,0.025976362
days_since_start,0.025015263
rsi_ma,0.019760901
macd_signal,0.019629067
sma_120_ratio,0.019152941
rsi_trend_interaction_trend_strength_20,0.01896843
price_sma_50_distance_ma,0.018960068
stoch_d,0.018456763
price_change_60d,0.017758043
low_change_3d,0.017504543
rsi_macd_interaction,0.017392494
relative_strength_sma_200,0.017390843
trend_strength_60,0.016683402
vol_mom_interaction_volatility_20d_momentum_5,0.016657634
price_sma_10_distance_ma,0.016403591
price_change_30d,0.016122775
volume_ratio_60,0.01544616
high_change_5d,0.015370884
volatility_ratio_20d,0.015303022
price_change_5d,0.01424634
roc_20,0.01398065
atr_ratio,0.012046958
price_volatility_ratio,0.011768838
stock splits,0.0
near_support_5,0.0
