feature,importance
momentum_20,1.693517e-06
relative_strength,1.6427294e-06
close,1.564837e-06
vpt_ratio,1.4155642e-06
open,1.3733538e-06
volatility_30d,1.2728419e-06
bb_position,1.2034455e-06
price_change_30d,1.1667516e-06
momentum_30,1.0565424e-06
price_momentum_20,1.0505992e-06
roc_20,1.017835e-06
sma_20_ratio,9.698496e-07
price_sma_20_distance,8.822795e-07
ema_30_ratio,8.813952e-07
momentum_5,8.366634e-07
sma_120_ratio,7.615335e-07
roc_5,7.470978e-07
price_sma_50_distance,7.342561e-07
price_change_60d,7.245461e-07
price_sma_5_distance_ma,7.110628e-07
ema_20_ratio,7.055084e-07
momentum_60,7.016737e-07
price_sma_10_distance_ma,6.5946335e-07
relative_strength_200,6.5446255e-07
ema_30_distance,6.499089e-07
price_momentum_5,6.2551413e-07
price_change_20d,6.116194e-07
price_sma_10_distance,6.1067294e-07
high_change_5d,5.8417083e-07
cci,5.6617e-07
rsi_ma,5.6345823e-07
stoch_d,5.521892e-07
price_position_10,5.4918746e-07
sma_100_ratio,5.451679e-07
sma_10_ratio,5.440588e-07
sma_120_distance,5.2658396e-07
volume_std_60,5.046323e-07
ema_50_ratio,4.989674e-07
vpt,4.858809e-07
price_channel_position_30,4.809541e-07
rsi,4.7592326e-07
price_position_5,4.7010275e-07
williams_r,4.6431768e-07
sma_200_ratio,4.5534685e-07
price_change_5d,4.536182e-07
trend_strength_60,4.513221e-07
macd_signal,4.3329794e-07
stoch_k,3.953417e-07
sma_50_ratio,3.745938e-07
price_position_50,3.6121756e-07
