feature,importance
price_volatility_ratio,0.046113498432318184
volume_std_60,0.045274431811149415
rsi_ma,0.042046536165648074
trend_strength_60,0.041961613513230696
volume_cv_60,0.04096659062345112
macd_signal,0.040848701662779714
sma_120_ratio,0.037401968399243535
price_change_30d,0.03682366697953013
price_change_60d,0.03591323745599926
macd_histogram,0.03551851751329907
relative_strength_200,0.03505087725244821
price_sma_50_distance_ma,0.03293152799847468
momentum_20,0.03161490775031234
price_sma_10_distance_ma,0.03144454171740007
stoch_d,0.031400130147808604
rsi,0.031193822945886674
low_change_2d,0.030346937158055542
price_position_5,0.02996115686462223
sma_5_ratio,0.02958514423595485
price_change_10d,0.028292610630158074
high_change_5d,0.028042995425326192
bb_position,0.027989484098122706
vpt_ratio,0.027620332370015818
roc_5,0.027300570588940355
low_change_3d,0.02652875064303783
price_position_10,0.02578986958185818
volume_ratio_60,0.024819827028008376
price_position_50,0.024724595589725226
relative_strength,0.024676742197641974
price_sma_10_distance,0.024531678515590155
price_change_3d,0.023284734703962702
