feature,importance
open,0.02764570868767012
volume_std_60,0.025911936490890086
close,0.025735746125478676
macd_signal,0.02501052212222246
trend_strength_60,0.02292849704012281
momentum_60,0.022283916638014923
momentum_30,0.021876393862242462
volatility_30d_ma,0.021843817205281325
vwap_ratio,0.021471879483863962
rsi_ma,0.0210308991791928
price_change_30d,0.020388404239375615
stoch_d,0.020323181165441184
price_change_60d,0.02025484799303702
price_sma_5_distance_ma,0.02007893094243473
volatility_5d,0.01976918835621228
volatility_5d_annualized,0.019170662329788465
vpt_ratio,0.018150871688496533
price_position_5,0.018127733900212387
price_channel_position_60,0.01785151276847403
high_change_5d,0.017811005754508613
price_sma_10_distance_ma,0.017443262278045688
cci,0.017436786494150935
relative_strength_200_ma,0.017417774210939256
relative_strength_200,0.016667423836418786
vpt,0.016624376121366403
ema_50_ratio,0.01627268349003002
price_sma_20_distance_ma,0.016243134004233533
momentum_20,0.01618209237116854
price_sma_50_distance,0.016047921574500884
sma_120_distance,0.01599034906446205
price_change_20d,0.015843083582897786
price_channel_position_30,0.01580131022512276
roc_20,0.015645470969107077
price_momentum_20,0.01558047601919982
williams_r,0.015521088814516174
sma_120_ratio,0.015094070963752024
sma_200_ratio,0.015064052394760094
price_position_50,0.014876589637715829
ema_60_distance,0.014863917069132246
sma_50_ratio,0.014858288578784183
bb_position,0.01473019145384973
price_momentum_5,0.014728823280968669
stoch_k,0.01472732404442531
high_change_10d,0.014601573952403175
roc_5,0.01439762275329997
price_change_5d,0.014129971774312612
price_position_10,0.014112791609265074
ema_60_ratio,0.01405955258994157
sma_100_ratio,0.014022792562583675
momentum_5,0.012808827589451418
rsi,0.012637897158203392
price_sma_10_distance,0.012469681381060483
sma_10_ratio,0.011961165596676551
ema_10_ratio,0.011796828580028047
price_sma_20_distance,0.011268654462565976
relative_strength,0.011113010044201406
sma_20_ratio,0.010640667111858319
ema_20_ratio,0.009950625238534697
ema_30_distance,0.009566755322180041
ema_30_ratio,0.009135435820925386
