feature,importance
volatility_5d,2.486096e-06
close,1.7333448e-06
price_sma_20_distance_ma,1.4278063e-06
high_change_10d,1.4073898e-06
open,1.2787148e-06
price_sma_10_distance,1.2695696e-06
ema_10_ratio,1.2476736e-06
volatility_5d_annualized,1.190887e-06
price_change_20d,1.1699068e-06
price_momentum_20,1.1222279e-06
sma_50_ratio,1.1208009e-06
rsi,1.0379398e-06
price_change_60d,1.03542e-06
price_sma_20_distance,1.0168392e-06
price_sma_10_distance_ma,1.0018858e-06
sma_20_ratio,9.995977e-07
vpt_ratio,9.954613e-07
ema_30_ratio,9.603814e-07
momentum_20,9.463663e-07
relative_strength,9.1587304e-07
ema_50_ratio,9.0169647e-07
momentum_30,8.8472046e-07
ema_20_ratio,8.811606e-07
sma_120_ratio,8.557351e-07
volatility_30d_ma,8.439108e-07
sma_10_ratio,8.3007893e-07
sma_100_ratio,8.047157e-07
price_position_10,7.840032e-07
high_change_5d,7.744475e-07
ema_60_ratio,7.636225e-07
ema_60_distance,7.585281e-07
price_sma_5_distance_ma,7.5662035e-07
volume_std_60,7.395976e-07
price_change_5d,7.3353965e-07
vpt,7.301833e-07
bb_position,7.2967214e-07
roc_20,7.278641e-07
trend_strength_60,7.0766845e-07
vwap_ratio,7.047811e-07
price_momentum_5,7.0141056e-07
price_sma_50_distance,7.006617e-07
ema_30_distance,6.4941446e-07
momentum_5,6.4611885e-07
momentum_60,6.157889e-07
price_channel_position_30,6.103982e-07
price_change_30d,5.726946e-07
sma_200_ratio,5.694779e-07
macd_signal,5.3945433e-07
stoch_k,5.2330876e-07
price_position_50,5.225605e-07
rsi_ma,5.2241836e-07
cci,5.183621e-07
relative_strength_200_ma,5.1821087e-07
sma_120_distance,5.1732684e-07
relative_strength_200,5.019483e-07
williams_r,4.6827614e-07
price_position_5,4.1636997e-07
stoch_d,4.1635585e-07
roc_5,4.0570902e-07
price_channel_position_60,3.5138763e-07
