feature,importance
vpt_ratio,1.8241391e-06
price_momentum_20,1.7483678e-06
open,1.709472e-06
close,1.2970258e-06
price_change_20d,1.158269e-06
roc_20,1.1467259e-06
vpt,1.1010072e-06
volatility_30d_annualized,1.0412328e-06
sma_20_ratio,1.0197415e-06
price_sma_20_distance,1.0173322e-06
bb_position,9.850557e-07
price_change_30d,9.642021e-07
sma_100_ratio,9.3427883e-07
ema_20_ratio,9.1514784e-07
price_sma_10_distance,8.853419e-07
price_change_5d,8.05119e-07
price_sma_5_distance_ma,7.789685e-07
momentum_60,7.43111e-07
price_channel_position_30,7.074534e-07
relative_strength,7.05318e-07
sma_120_ratio,6.460335e-07
roc_5,6.459092e-07
relative_strength_200,6.4346244e-07
price_sma_10_distance_ma,6.414313e-07
price_momentum_5,6.3732784e-07
price_sma_50_distance,6.327066e-07
sma_10_ratio,6.1889597e-07
momentum_20,6.155724e-07
rsi,6.0474343e-07
momentum_30,5.9474314e-07
rsi_ma,5.8456214e-07
price_change_60d,5.687798e-07
cci,5.6805067e-07
stoch_k,5.5526465e-07
ema_50_ratio,5.540166e-07
momentum_5,5.276617e-07
ema_30_ratio,5.107941e-07
sma_120_distance,5.0316424e-07
ema_30_distance,4.923777e-07
macd_signal,4.81212e-07
volume_std_60,4.804125e-07
sma_50_ratio,4.8027675e-07
sma_200_ratio,4.7577427e-07
high_change_5d,4.706662e-07
price_position_50,4.5157174e-07
stoch_d,3.8487084e-07
trend_strength_60,3.7382776e-07
price_position_5,3.5710312e-07
williams_r,3.557097e-07
price_position_10,2.7280208e-07
