feature,importance
price_momentum_20,1.188083e-06
price_change_20d,1.1465605e-06
roc_20,1.0699724e-06
sma_20_ratio,9.538779e-07
open,8.7357733e-07
high_change_5d,8.5960465e-07
ema_30_distance,8.5080904e-07
volatility_30d_annualized,7.926355e-07
momentum_20,7.7559486e-07
price_sma_10_distance,7.731539e-07
relative_strength_200,7.5871094e-07
roc_5,7.360217e-07
price_change_5d,7.1643336e-07
vpt_ratio,7.06997e-07
price_sma_10_distance_ma,7.015632e-07
close,6.952306e-07
ema_50_ratio,6.8697386e-07
sma_200_ratio,6.779421e-07
sma_10_ratio,6.7138484e-07
price_sma_5_distance_ma,6.519073e-07
ema_30_ratio,6.3629165e-07
cci,6.312479e-07
ema_20_ratio,6.2186865e-07
price_change_30d,6.1509166e-07
rsi,5.9682463e-07
price_change_60d,5.4545933e-07
trend_strength_60,5.4383673e-07
price_position_50,5.4012287e-07
stoch_k,5.3426464e-07
momentum_60,5.331088e-07
sma_120_ratio,5.309311e-07
price_momentum_5,5.096323e-07
price_sma_50_distance,5.0853805e-07
volume_std_60,5.038893e-07
price_sma_20_distance,4.87565e-07
macd_signal,4.783657e-07
relative_strength,4.7699143e-07
sma_100_ratio,4.5859366e-07
momentum_30,4.2896207e-07
bb_position,4.184865e-07
price_channel_position_30,4.0862798e-07
sma_120_distance,4.0032526e-07
momentum_5,3.8723974e-07
williams_r,3.461763e-07
sma_50_ratio,3.385071e-07
stoch_d,3.333356e-07
vpt,3.311512e-07
price_position_5,2.9797795e-07
price_position_10,2.8287667e-07
rsi_ma,2.8091628e-07
