feature,importance
high_change_5d,1.2350666e-06
macd_volume_interaction_volume_ratio_20,1.1801847e-06
days_since_start,8.2079833e-07
resistance_distance_10,7.121846e-07
support_distance_5,7.061769e-07
realized_volatility_10d,7.054224e-07
resistance_distance_5,7.017494e-07
price_change_60d,6.9830895e-07
support_distance_10,6.8545e-07
atr_ratio,6.7143975e-07
high_low_ratio_20d,6.480366e-07
relative_strength_sma_200,6.4431e-07
stoch_d,6.3720154e-07
high_low_ratio_60d,6.342008e-07
price_sma_50_distance_ma,6.321813e-07
resistance_distance_20,6.048429e-07
support_distance_20,5.997559e-07
mfi,5.719743e-07
price_sma_10_distance_ma,5.407156e-07
price_change_30d,5.3977163e-07
sma_60,4.9926405e-07
volatility_ratio_20d,4.936839e-07
price_volatility_ratio,4.9355805e-07
bb_position,4.860559e-07
rsi,4.7085905e-07
macd_signal,4.3582557e-07
price_position_50,4.3077577e-07
price_position_in_range_30,4.282916e-07
price_position_5,4.2361754e-07
sma_120_distance,4.1324705e-07
trend_strength_20,3.9615472e-07
day_of_year,3.8494764e-07
trend_strength_60,3.7174743e-07
vwap,3.1128155e-07
near_resistance_20,3.0733696e-07
near_support_20,1.9117441e-07
stock splits,1.562085e-08
