feature,importance
sma_5_ratio,7.0329356e-06
vpt_ratio,6.4445153e-06
roc_5,6.272807e-06
volume_ratio_60,6.030875e-06
low_change_3d,5.378563e-06
low_change_2d,5.2370074e-06
price_change_3d,5.1176266e-06
price_sma_10_distance,4.95838e-06
high_change_5d,4.9157875e-06
price_volatility_ratio,4.6162872e-06
relative_strength,4.385832e-06
price_sma_10_distance_ma,4.383251e-06
price_change_10d,4.265642e-06
rsi_ma,4.1775215e-06
price_change_30d,4.0094974e-06
volume_cv_60,3.975076e-06
price_change_60d,3.7994212e-06
macd_histogram,3.7714017e-06
macd_signal,3.6994804e-06
momentum_20,3.6288145e-06
price_sma_50_distance_ma,3.5988471e-06
relative_strength_200,3.4577974e-06
sma_120_ratio,3.2914636e-06
bb_position,3.2326989e-06
rsi,3.202066e-06
price_position_50,2.8035975e-06
volume_std_60,2.7898398e-06
stoch_d,2.6894904e-06
price_position_5,2.3246482e-06
price_position_10,2.1579667e-06
trend_strength_60,2.1452327e-06
