feature,importance
volume_ratio_60,5.0929507e-06
pvt_ratio,4.8462607e-06
vol_mom_interaction_volatility_20d_momentum_5,4.387307e-06
high_change_5d,3.9404194e-06
price_change_5d,3.8080916e-06
low_change_3d,3.6454705e-06
ema_5_ratio,3.5957721e-06
resistance_distance_5,3.537359e-06
volatility_ratio_20d,3.3532037e-06
support_distance_20,3.2030996e-06
resistance_distance_20,3.1053366e-06
roc_20,3.0927465e-06
support_distance_10,3.0654567e-06
atr_ratio,3.016682e-06
support_distance_5,3.0039537e-06
price_sma_20_distance,2.9370303e-06
price_sma_10_distance_ma,2.8832724e-06
resistance_distance_10,2.8546497e-06
price_change_30d,2.6524942e-06
rsi_macd_interaction,2.6256089e-06
rsi_ma,2.5181243e-06
price_volatility_ratio,2.4600433e-06
sma_120_ratio,2.4505407e-06
price_sma_50_distance_ma,2.2479805e-06
price_change_60d,2.1723686e-06
price_position_50,2.1584854e-06
relative_strength_sma_200,1.946517e-06
days_since_start,1.84655e-06
macd_signal,1.8308275e-06
stoch_d,1.8037297e-06
price_position_5,1.7091758e-06
rsi_trend_interaction_trend_strength_20,1.6987899e-06
price_position_10,1.6777224e-06
near_support_5,1.4287206e-06
trend_strength_60,1.3489812e-06
near_resistance_20,1.311728e-06
near_support_10,1.2859282e-06
near_resistance_10,1.1053324e-06
stock splits,8.4059866e-07
