feature,importance
price_sma_10_distance_ma,2.3214449e-07
low_change_2d,1.9443098e-07
price_position_5,1.8049943e-07
roc_10,1.6173063e-07
sma_10_ratio,1.51266e-07
high_change_5d,1.3984916e-07
volume_std_60,1.353186e-07
vol_mom_interaction_volatility_20d_momentum_5,1.3472463e-07
low_change_3d,1.3206633e-07
price_change_30d,1.3041075e-07
price_change_60d,1.2680748e-07
sma_120_distance,1.1122688e-07
bb_position,1.10326226e-07
macd_signal,1.0167792e-07
relative_strength_200,9.665741e-08
stoch_d,9.5526076e-08
rsi_ma,9.39638e-08
rsi_macd_interaction,9.277298e-08
price_volatility_ratio,9.053159e-08
sma_cross_20_60,8.525759e-08
price_sma_20_distance,8.323529e-08
price_change_3d,8.228301e-08
price_position_50,7.7979664e-08
vpt_ratio,7.763594e-08
rsi_neutral,7.728722e-08
price_sma_5_distance,7.093531e-08
macd_volume_interaction_volume_ratio_20,6.996421e-08
price_sma_50_distance_ma,6.934522e-08
price_change_5d,6.054221e-08
rsi_trend_interaction_trend_strength_20,5.9014887e-08
volume_ratio_60,5.705952e-08
trend_strength_60,4.9232458e-08
price_position_10,4.8778656e-08
