feature,importance
atr,0.020531552
atr_ratio,0.01838524
rsi,0.016185254
roc_10,0.01442325
price_position_50,0.0136462655
ema_5,0.013279561
price_change_10d,0.01315281
volume_ma_5,0.012925979
sma_20,0.012831604
ema_20,0.012279854
volatility_20d_annualized,0.012173825
price_change_1d,0.012057724
ema_50_ratio,0.011820824
high_change_10d,0.011793465
sma_200_ratio,0.011745804
bb_lower,0.011438425
sma_200,0.011436738
gap_down,0.011314282
week_of_year,0.011171078
macd,0.0111139985
month_sin,0.011092756
day_of_year,0.011035036
vwap_ratio,0.010937071
high_change_2d,0.010797492
ema_10_ratio,0.010781862
ema_5_ratio,0.0106483735
sma_5_ratio,0.010647481
stoch_k,0.010544006
bb_upper,0.010405178
low_change_1d,0.010310794
high_change_1d,0.010248839
ema_10,0.010241265
price_change_2d,0.010065346
vpt,0.010056368
high,0.009994098
stoch_d,0.0099755805
volatility_5d,0.009972424
macd_histogram,0.009819425
volume_ratio_5,0.009767641
price_change_3d,0.009671369
days_since_start,0.009654628
daily_return,0.00958716
bb_position,0.009565941
volume_sma_5,0.009531383
high_change_5d,0.009525732
volume,0.009455814
day_sin,0.009348163
momentum_10,0.009345535
gap_size,0.009303128
volume_sma_20,0.009288293
open_close_spread_pct,0.009250226
price_change_pct,0.009214463
momentum_5,0.009204967
low_change_5d,0.009191006
macd_signal,0.009165129
volatility_20d,0.009156401
price_position_5,0.009146984
low_change_2d,0.009102415
sma_50_ratio,0.009071528
sma_20_ratio,0.009004602
bb_middle,0.008989278
volume_ma_20,0.008986197
volatility_10d_annualized,0.008967802
volume_change,0.008952975
month_cos,0.008940225
volatility_10d,0.008927001
day_cos,0.008842957
low_change_3d,0.008757681
volume_ratio_20,0.008708868
day_of_week,0.008702237
high_change_3d,0.008649304
williams_r,0.008645331
roc_5,0.008629521
sma_50,0.008507591
high_low_spread_pct,0.0084374845
momentum_20,0.008413235
open,0.008403373
bb_width,0.008371173
price_position_10,0.008369229
cci,0.008350915
price_change,0.008282296
ema_20_ratio,0.008234165
month,0.008141158
vwap,0.008095518
low_change_10d,0.008086788
gap_up,0.007985432
log_return,0.00794747
high_low_spread,0.007899831
sma_10,0.007857029
low,0.007815246
volatility_5d_annualized,0.0077854763
price_position_20,0.0077283313
open_close_spread,0.0075577428
sma_10_ratio,0.007550426
sma_5,0.0075435755
trading_day_of_month,0.0075097214
price_change_5d,0.0073891217
close,0.007174275
day,0.0069635534
ema_50,0.006880131
roc_20,0.005696898
year,0.0040595178
is_month_end,0.0038398951
rsi_neutral,0.0015905404
rsi_oversold,0.0
stock splits,0.0
capital gains,0.0
dividends,0.0
bb_upper_break,0.0
macd_bullish,0.0
macd_bearish,0.0
rsi_overbought,0.0
quarter,0.0
bb_lower_break,0.0
is_quarter_end,0.0
is_year_end,0.0
