feature,importance
open,0.03467122917468354
volume_std_60,0.03124459123560919
macd_signal,0.030131667686486105
close,0.029356124308022917
trend_strength_60,0.029094379736164924
momentum_30,0.02632747832462568
rsi_ma,0.026127839010790816
volatility_30d_annualized,0.025768261751729662
price_change_60d,0.025056930710915342
price_change_30d,0.024694157848489447
stoch_d,0.024150889962332604
vpt,0.02369780540168453
momentum_60,0.023543420125599564
vpt_ratio,0.023153779360451935
cci,0.022400656203388693
price_sma_5_distance_ma,0.022277774476304666
high_change_5d,0.021402589409638278
price_channel_position_30,0.02051538658285308
price_sma_10_distance_ma,0.020308552857279845
price_position_5,0.02028948146599492
sma_120_distance,0.020017102358019095
sma_50_ratio,0.019981570633538222
sma_200_ratio,0.019854248901444785
price_sma_50_distance,0.019758246870860145
roc_20,0.019564065462382946
sma_100_ratio,0.019095758210241665
price_position_50,0.018829723014363715
relative_strength_200,0.018593440707557737
ema_50_ratio,0.01819980524466981
price_momentum_20,0.0181881442768847
sma_120_ratio,0.01775909403349141
stoch_k,0.017692041562616154
bb_position,0.017580209444491478
williams_r,0.017206631617209776
momentum_20,0.017086888154889124
price_momentum_5,0.017053325176463345
price_change_20d,0.017048115509213885
price_position_10,0.016481026419668754
roc_5,0.01626215517153928
momentum_5,0.015864256729925485
price_change_5d,0.015769850257590718
sma_10_ratio,0.01516852956543942
rsi,0.014419662537863089
price_sma_10_distance,0.014355201757551601
relative_strength,0.013652127080894373
ema_20_ratio,0.013249092952903184
price_sma_20_distance,0.012962884744529073
sma_20_ratio,0.011553022694597357
ema_30_distance,0.011279415765571218
ema_30_ratio,0.011261367510542712
