feature,selection_score,importance_score,vote_score
target_confidence,1.0,0.56218773,1.0
price_sma_50_distance,1.0,0.027699947,1.0
price_sma_50_distance_ma,1.0,0.021450002,1.0
vpt,1.0,0.019718798,1.0
sma_10_ratio,1.0,0.017909909,1.0
ema_10_ratio,1.0,0.017676454,1.0
rsi_ma,1.0,0.017638981,1.0
vpt_ratio,1.0,0.016017275,1.0
roc_10,1.0,0.01582472,1.0
volume_ma_20,1.0,0.015350556,1.0
price_sma_10_distance_ma,1.0,0.015083326,1.0
volatility_10d_annualized,1.0,0.015000954,1.0
macd_signal,1.0,0.014363559,1.0
vwap_ratio,1.0,0.013852604,1.0
sma_20_ratio,1.0,0.013810169,1.0
sma_200_ratio,1.0,0.013543216,1.0
cci,1.0,0.013261921,1.0
ema_20_ratio,1.0,0.013155844,1.0
price_sma_20_distance_ma,1.0,0.012842507,1.0
macd,1.0,0.0125070885,1.0
high_change_10d,1.0,0.01163348,1.0
williams_r,1.0,0.01151662,1.0
price_sma_5_distance_ma,1.0,0.011437836,1.0
price_position_10,1.0,0.010704666,1.0
rsi,1.0,0.010668278,1.0
ema_50_ratio,1.0,0.010121629,1.0
stoch_d,1.0,0.009612859,1.0
volume,1.0,0.0093972795,1.0
bb_position,1.0,0.0088897925,1.0
price_position_50,1.0,0.008643492,1.0
high_low_spread_pct,1.0,0.008243575,1.0
momentum_20,1.0,0.008028448,1.0
roc_5,1.0,0.0066282246,1.0
high_change_5d,1.0,0.005578183,1.0
sma_50_ratio,1.0,0.0,1.0
capital gains,1.0,0.0,1.0
stock splits,1.0,0.0,1.0
stoch_k,1.0,0.0,1.0
price_sma_20_distance,1.0,0.0,1.0
relative_strength,1.0,0.0,1.0
roc_20,1.0,0.0,1.0
price_momentum_20,1.0,0.0,1.0
momentum_10,1.0,0.0,1.0
price_change_5d,1.0,0.0,1.0
momentum_5,1.0,0.0,1.0
price_momentum_10,1.0,0.0,1.0
price_change_10d,1.0,0.0,1.0
price_momentum_5,1.0,0.0,1.0
price_sma_10_distance,1.0,0.0,1.0
volume_sma_20,1.0,0.0,1.0
