feature,importance
ema_5,0.040615384
ema_20,0.037125856
low,0.034168456
atr,0.0308153
high,0.028854292
volatility_10d,0.028237421
close,0.027838986
price_change_5d,0.027534354
volatility_10d_annualized,0.02654226
price_acceleration,0.025552642
bb_middle,0.025228165
ema_10,0.025051441
low_change_5d,0.023912836
momentum_5,0.023783324
price_momentum_5,0.022765737
month_sin,0.022692084
volume_ma_5,0.02235116
vwap_ratio,0.022118563
sma_200_ratio,0.021942832
macd_histogram,0.021840822
day_of_year,0.021827785
open,0.02140362
sma_50,0.021211987
low_change_2d,0.021139683
vpt,0.020915698
bb_width_ratio,0.02088761
volume_change,0.020690043
sma_10_ratio,0.020550124
volume_ratio_5,0.020433722
price_sma_20_distance_ma,0.020256
sma_20_ratio,0.020250319
price_sma_5_distance_ma,0.020051297
sma_20,0.019465385
macd_signal_momentum,0.018632427
bb_width,0.018035825
price_sma_10_distance_ma,0.018012395
sma_10,0.01744529
sma_5,0.016905798
bb_lower,0.01682964
low_change_3d,0.016476098
volume_ma_20,0.01598937
bb_upper,0.015473696
day_cos,0.014349392
month,0.014136307
ema_50,0.009658576
capital gains,0.0
stock splits,0.0
roc_5,0.0
dividends,0.0
rsi_oversold,0.0
