feature,importance
volatility_5d,0.029295087
momentum_30,0.028641649
rsi,0.028340317
macd_signal,0.026622538
roc_5,0.024537425
momentum_60,0.023770966
ema_50_ratio,0.023617083
ema_30_distance,0.023592941
stoch_d,0.0233889
vpt,0.02314321
close,0.02303058
volume_std_60,0.023001432
price_sma_20_distance_ma,0.02240236
sma_120_ratio,0.021602072
ema_60_distance,0.021454295
roc_20,0.020990564
price_sma_5_distance_ma,0.020856915
sma_200_ratio,0.020806063
volatility_30d_ma,0.020439027
vpt_ratio,0.02034129
ema_20_ratio,0.020235566
trend_strength_60,0.020142306
price_position_50,0.019722743
open,0.019645771
price_sma_50_distance,0.019323714
vwap_ratio,0.019080188
sma_50_ratio,0.019003747
williams_r,0.018832006
sma_10_ratio,0.018675398
rsi_ma,0.018403767
price_position_10,0.018388078
relative_strength_200_ma,0.018201038
price_position_5,0.01819047
cci,0.017602544
momentum_20,0.017224628
sma_100_ratio,0.017221589
momentum_5,0.017124586
price_channel_position_60,0.017071048
price_channel_position_30,0.017037071
high_change_5d,0.016769208
price_change_60d,0.01655414
volatility_5d_annualized,0.01638278
sma_20_ratio,0.016362939
high_change_10d,0.016359098
price_sma_10_distance_ma,0.0155384885
ema_10_ratio,0.015128804
bb_position,0.014304411
sma_120_distance,0.014293627
ema_60_ratio,0.013537828
stoch_k,0.01208523
price_change_30d,0.011682464
ema_30_ratio,0.0
price_sma_20_distance,0.0
relative_strength,0.0
price_change_20d,0.0
relative_strength_200,0.0
price_momentum_20,0.0
price_sma_10_distance,0.0
price_momentum_5,0.0
price_change_5d,0.0
