feature,selection_score,importance_score,vote_score
price_sma_50_distance_ma,1.0,0.05011899769306183,1.0
rsi_ma,1.0,0.04921238496899605,1.0
price_change_60d,1.0,0.04345493018627167,1.0
trend_strength_60,1.0,0.04342670366168022,1.0
stoch_d,1.0,0.039812538772821426,1.0
relative_strength_200,1.0,0.039200033992528915,1.0
macd_signal,1.0,0.03888501599431038,1.0
volume_std_60,1.0,0.03777563199400902,1.0
rsi_trend_interaction_trend_strength_20,1.0,0.03735172748565674,1.0
rsi,1.0,0.03708275407552719,1.0
rsi_macd_interaction,1.0,0.033596333116292953,1.0
roc_10,1.0,0.03314276412129402,1.0
price_change_30d,1.0,0.03200403228402138,1.0
price_sma_10_distance_ma,1.0,0.031662896275520325,1.0
sma_120_distance,1.0,0.03133416175842285,1.0
volume_ratio_60,1.0,0.03037402033805847,1.0
price_change_3d,1.0,0.030301444232463837,1.0
price_sma_10_distance,1.0,0.029442746192216873,1.0
price_position_50,1.0,0.029137859120965004,1.0
bb_position,1.0,0.02892332151532173,1.0
price_position_10,1.0,0.02868437021970749,1.0
vpt_ratio,1.0,0.02809029445052147,1.0
price_volatility_ratio,1.0,0.02725115418434143,1.0
sma_5_ratio,1.0,0.027139926329255104,1.0
vol_mom_interaction_volatility_20d_momentum_5,1.0,0.026476796716451645,1.0
macd_volume_interaction_volume_ratio_20,1.0,0.02563541941344738,1.0
price_position_5,1.0,0.02549952268600464,1.0
roc_5,1.0,0.02467028796672821,1.0
high_change_5d,1.0,0.022475922480225563,1.0
low_change_3d,1.0,0.02185017243027687,1.0
relative_strength,1.0,0.015985853970050812,1.0
sma_cross_20_60,1.0,0.0,1.0
ema_90_distance,1.0,0.0,1.0
ema_30_distance,1.0,0.0,1.0
ema_90_ratio,1.0,0.0,1.0
sma_120_ratio,1.0,0.0,1.0
sma_50_ratio,1.0,0.0,1.0
price_sma_50_distance,1.0,0.0,1.0
price_channel_position_60,1.0,0.0,1.0
momentum_60,1.0,0.0,1.0
ema_50_ratio,1.0,0.0,1.0
ema_60_ratio,1.0,0.0,1.0
ema_60_distance,1.0,0.0,1.0
ema_30_ratio,1.0,0.0,1.0
cci,1.0,0.0,1.0
momentum_30,1.0,0.0,1.0
ema_20_ratio,1.0,0.0,1.0
price_change_5d,1.0,0.0,1.0
momentum_5,1.0,0.0,1.0
sma_20_ratio,1.0,0.0,1.0
price_momentum_5,1.0,0.0,1.0
price_sma_20_distance,1.0,0.0,1.0
sma_10_ratio,1.0,0.0,1.0
ema_10_ratio,1.0,0.0,1.0
ema_5_ratio,1.0,0.0,1.0
sma_200_ratio,1.0,0.0,1.0
price_sma_5_distance,1.0,0.0,1.0
momentum_10,1.0,0.0,1.0
price_momentum_10,1.0,0.0,1.0
price_change_10d,1.0,0.0,1.0
