feature,selection_score,importance_score,vote_score
cci,1.0,0.047137275,1.0
sma_50_ratio,1.0,0.040834866,1.0
sma_200_ratio,1.0,0.03744236,1.0
close,1.0,0.035585426,1.0
trend_strength_60,1.0,0.035475437,1.0
momentum_60,1.0,0.03417794,1.0
rsi_ma,1.0,0.031726487,1.0
ema_50_ratio,1.0,0.03075444,1.0
momentum_30,1.0,0.029235782,1.0
roc_20,1.0,0.026217671,1.0
vwap_ratio,1.0,0.02585137,1.0
relative_strength_200_ma,1.0,0.02568557,1.0
vpt_ratio,1.0,0.025647895,1.0
price_channel_position_30,1.0,0.025418429,1.0
volume_std_60,1.0,0.02416538,1.0
vpt,1.0,0.024069965,1.0
macd_signal,1.0,0.023719352,1.0
volatility_30d_ma,1.0,0.02365736,1.0
ema_60_ratio,1.0,0.023444619,1.0
price_sma_5_distance_ma,1.0,0.023408273,1.0
rsi,1.0,0.023394752,1.0
volatility_5d,1.0,0.023344068,1.0
high_change_5d,1.0,0.022164466,1.0
sma_20_ratio,1.0,0.021749992,1.0
ema_10_ratio,1.0,0.021197444,1.0
stoch_d,1.0,0.020082783,1.0
ema_30_ratio,1.0,0.020050194,1.0
price_channel_position_60,1.0,0.019823465,1.0
williams_r,1.0,0.019385945,1.0
open,1.0,0.019099109,1.0
price_position_5,1.0,0.019089827,1.0
price_sma_10_distance_ma,1.0,0.018501414,1.0
price_position_10,1.0,0.018109446,1.0
price_position_50,1.0,0.018075723,1.0
bb_position,1.0,0.017919542,1.0
price_sma_20_distance_ma,1.0,0.017564828,1.0
sma_100_ratio,1.0,0.017382069,1.0
sma_120_ratio,1.0,0.016481895,1.0
high_change_10d,1.0,0.015759926,1.0
roc_5,1.0,0.013317307,1.0
ema_20_ratio,1.0,0.01233134,1.0
sma_10_ratio,1.0,0.011518573,1.0
price_change_60d,1.0,0.0,1.0
price_sma_50_distance,1.0,0.0,1.0
price_sma_20_distance,1.0,0.0,1.0
relative_strength,1.0,0.0,1.0
sma_120_distance,1.0,0.0,1.0
price_change_30d,1.0,0.0,1.0
ema_30_distance,1.0,0.0,1.0
ema_60_distance,1.0,0.0,1.0
relative_strength_200,1.0,0.0,1.0
price_change_20d,1.0,0.0,1.0
stoch_k,1.0,0.0,1.0
momentum_20,1.0,0.0,1.0
price_momentum_20,1.0,0.0,1.0
momentum_5,1.0,0.0,1.0
price_sma_10_distance,1.0,0.0,1.0
price_change_5d,1.0,0.0,1.0
price_momentum_5,1.0,0.0,1.0
volatility_5d_annualized,1.0,0.0,1.0
