feature,importance
vol_mom_interaction_volatility_20d_momentum_5,7.0643036e-06
vpt_ratio,6.838869e-06
low_change_2d,6.5251675e-06
volume_ratio_60,6.2763074e-06
roc_5,5.6970657e-06
sma_5_ratio,5.2720115e-06
high_change_5d,5.245604e-06
price_change_3d,5.244305e-06
price_sma_10_distance_ma,5.243312e-06
roc_10,5.145165e-06
low_change_3d,5.0927656e-06
price_sma_10_distance,5.007783e-06
price_change_30d,4.9619584e-06
macd_volume_interaction_volume_ratio_20,4.895405e-06
price_volatility_ratio,4.3962336e-06
sma_120_distance,4.1865587e-06
price_sma_20_distance,4.0257537e-06
rsi,3.7213858e-06
macd_signal,3.604137e-06
price_sma_50_distance_ma,3.567336e-06
price_change_60d,3.4791615e-06
rsi_macd_interaction,3.4551754e-06
bb_position,3.4366963e-06
rsi_ma,3.1231532e-06
relative_strength_200,2.8685533e-06
price_position_10,2.7787248e-06
rsi_neutral,2.7456597e-06
volume_std_60,2.473329e-06
price_position_50,2.471494e-06
trend_strength_60,2.4229203e-06
stoch_d,2.4174922e-06
price_position_5,2.406984e-06
rsi_trend_interaction_trend_strength_20,2.3593752e-06
sma_cross_20_60,1.6541757e-06
