true_label,pred_prob_0,pred_prob_1,prediction
1,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
1,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
1,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
1,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
1,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
1,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
1,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
1,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,1.0,0.0,0.0
0,0.3078495264053345,0.6921504735946655,1.0
0,0.3127363324165344,0.6872636675834656,1.0
0,0.30692464113235474,0.6930753588676453,1.0
0,0.3043893575668335,0.6956106424331665,1.0
1,0.308817982673645,0.691182017326355,1.0
1,0.30777227878570557,0.6922277212142944,1.0
1,0.31428587436676025,0.6857141256332397,1.0
1,0.324370801448822,0.675629198551178,1.0
0,0.3111759424209595,0.6888240575790405,1.0
0,0.28956693410873413,0.7104330658912659,1.0
1,0.29175376892089844,0.7082462310791016,1.0
1,0.29281121492385864,0.7071887850761414,1.0
1,0.2809426784515381,0.7190573215484619,1.0
0,0.27153587341308594,0.7284641265869141,1.0
1,0.270510733127594,0.729489266872406,1.0
1,0.2823041081428528,0.7176958918571472,1.0
0,0.3013075590133667,0.6986924409866333,1.0
0,0.3126559257507324,0.6873440742492676,1.0
0,0.3617602586746216,0.6382397413253784,1.0
0,0.3695344924926758,0.6304655075073242,1.0
0,0.35060036182403564,0.6493996381759644,1.0
0,0.34729063510894775,0.6527093648910522,1.0
0,0.364518404006958,0.635481595993042,1.0
1,0.35772061347961426,0.6422793865203857,1.0
0,0.37715065479278564,0.6228493452072144,1.0
1,0.40429437160491943,0.5957056283950806,1.0
1,0.42368942499160767,0.5763105750083923,1.0
0,0.44032561779022217,0.5596743822097778,1.0
0,0.44768422842025757,0.5523157715797424,1.0
0,0.46422791481018066,0.5357720851898193,1.0
0,0.49146682024002075,0.5085331797599792,1.0
0,0.5321349501609802,0.4678650498390198,0.0
1,0.5729489326477051,0.4270510673522949,0.0
1,0.5908204019069672,0.40917959809303284,0.0
0,0.5960290431976318,0.40397095680236816,0.0
0,0.5868719220161438,0.4131280779838562,0.0
0,0.5834163427352905,0.4165836572647095,0.0
1,0.5767092406749725,0.42329075932502747,0.0
1,0.5793766975402832,0.4206233024597168,0.0
0,0.5738505125045776,0.42614948749542236,0.0
0,0.5633618235588074,0.4366381764411926,0.0
0,0.5646675527095795,0.43533244729042053,0.0
0,0.5743789076805115,0.4256210923194885,0.0
1,0.5862421095371246,0.41375789046287537,0.0
1,0.5995340645313263,0.4004659354686737,0.0
1,0.5726917088031769,0.4273082911968231,0.0
1,0.5308836698532104,0.46911633014678955,0.0
1,0.4778699278831482,0.5221300721168518,1.0
0,0.4345800280570984,0.5654199719429016,1.0
0,0.43850642442703247,0.5614935755729675,1.0
0,0.4833081364631653,0.5166918635368347,1.0
0,0.5345630049705505,0.46543699502944946,0.0
0,0.5717301368713379,0.4282698631286621,0.0
0,0.571025550365448,0.428974449634552,0.0
1,0.5733396112918854,0.4266603887081146,0.0
1,0.571656197309494,0.428343802690506,0.0
0,0.5878823697566986,0.4121176302433014,0.0
1,0.5900605320930481,0.4099394679069519,0.0
0,0.5851975083351135,0.4148024916648865,0.0
0,0.5892751812934875,0.41072481870651245,0.0
0,0.6062201857566833,0.39377981424331665,0.0
0,0.6219719052314758,0.37802809476852417,0.0
1,0.6455027759075165,0.3544972240924835,0.0
1,0.6617678701877594,0.3382321298122406,0.0
1,0.6685664057731628,0.33143359422683716,0.0
1,0.6738809049129486,0.3261190950870514,0.0
0,0.6751210689544678,0.3248789310455322,0.0
0,0.67386794090271,0.32613205909729004,0.0
0,0.6681978702545166,0.3318021297454834,0.0
1,0.6728123724460602,0.3271876275539398,0.0
1,0.6642794013023376,0.33572059869766235,0.0
0,0.6629770398139954,0.33702296018600464,0.0
1,0.6531077027320862,0.3468922972679138,0.0
0,0.6470417082309723,0.3529582917690277,0.0
0,0.6423821151256561,0.35761788487434387,0.0
0,0.6372030079364777,0.36279699206352234,0.0
0,0.633301317691803,0.366698682308197,0.0
1,0.6313229203224182,0.3686770796775818,0.0
1,0.628668338060379,0.37133166193962097,0.0
1,0.6206948161125183,0.3793051838874817,0.0
0,0.6125931441783905,0.3874068558216095,0.0
0,0.5977765023708344,0.40222349762916565,0.0
0,0.6007210314273834,0.3992789685726166,0.0
