feature,importance
momentum_5,0.03608302
atr,0.03419298
low,0.0330071
macd_histogram,0.030307848
vpt,0.028748406
day_cos,0.028310508
volume_ma_5,0.028208295
macd_signal_momentum,0.026602417
bb_upper,0.025828606
vwap_ratio,0.025549106
volume_ratio_5,0.025546717
day_of_year,0.025191648
sma_5,0.025121221
month,0.025066605
volatility_10d_annualized,0.024812186
low_change_3d,0.023815269
price_sma_5_distance_ma,0.023806324
sma_20,0.023696648
price_sma_20_distance_ma,0.023539228
low_change_5d,0.022856206
price_acceleration,0.02283907
ema_20,0.022739353
volume_change,0.02249471
roc_5,0.022490265
ema_50,0.022483803
sma_50,0.022471257
bb_width,0.022462143
open,0.022419598
sma_10_ratio,0.022086667
sma_200_ratio,0.021676136
price_sma_10_distance_ma,0.021613961
ema_5,0.021453986
low_change_2d,0.021178868
close,0.020845631
sma_20_ratio,0.019999882
bb_width_ratio,0.01984422
month_sin,0.019400883
volume_ma_20,0.01931883
ema_10,0.018944832
high,0.016511936
sma_10,0.016348297
bb_middle,0.014859517
bb_lower,0.0052258833
volatility_10d,0.0
stock splits,0.0
capital gains,0.0
price_change_5d,0.0
price_momentum_5,0.0
dividends,0.0
rsi_oversold,0.0
