feature,selection_score,importance_score,vote_score
cci,1.0,0.038788125,1.0
price_sma_50_distance,1.0,0.038119335,1.0
sma_200_ratio,1.0,0.03756731,1.0
ema_50_ratio,1.0,0.03377293,1.0
vwap_ratio,1.0,0.033215437,1.0
vpt_ratio,1.0,0.031639006,1.0
momentum_60,1.0,0.03133664,1.0
close,1.0,0.031144386,1.0
trend_strength_60,1.0,0.030323641,1.0
momentum_20,1.0,0.028799085,1.0
sma_120_distance,1.0,0.02847782,1.0
price_channel_position_60,1.0,0.027125394,1.0
price_channel_position_30,1.0,0.026955228,1.0
rsi_ma,1.0,0.026276506,1.0
bb_position,1.0,0.026153931,1.0
price_sma_5_distance_ma,1.0,0.025875878,1.0
volume_std_60,1.0,0.025579575,1.0
momentum_30,1.0,0.02544775,1.0
sma_10_ratio,1.0,0.02364272,1.0
stoch_d,1.0,0.023507249,1.0
sma_100_ratio,1.0,0.022890689,1.0
price_sma_20_distance_ma,1.0,0.021632304,1.0
price_sma_10_distance_ma,1.0,0.020962683,1.0
vpt,1.0,0.020714318,1.0
volatility_30d_ma,1.0,0.020705666,1.0
rsi,1.0,0.020585278,1.0
price_sma_20_distance,1.0,0.020455355,1.0
macd_signal,1.0,0.020274261,1.0
ema_60_distance,1.0,0.019660572,1.0
stoch_k,1.0,0.01852813,1.0
high_change_10d,1.0,0.018465022,1.0
high_change_5d,1.0,0.018061487,1.0
volatility_5d_annualized,1.0,0.018026378,1.0
ema_20_ratio,1.0,0.017753432,1.0
relative_strength_200_ma,1.0,0.017414156,1.0
ema_30_ratio,1.0,0.01697151,1.0
open,1.0,0.01644211,1.0
ema_10_ratio,1.0,0.01625074,1.0
price_position_10,1.0,0.016184151,1.0
roc_5,1.0,0.015960036,1.0
price_position_50,1.0,0.014453254,1.0
price_position_5,1.0,0.0138604725,1.0
price_change_60d,1.0,0.0,1.0
sma_50_ratio,1.0,0.0,1.0
relative_strength,1.0,0.0,1.0
sma_20_ratio,1.0,0.0,1.0
sma_120_ratio,1.0,0.0,1.0
price_change_30d,1.0,0.0,1.0
ema_30_distance,1.0,0.0,1.0
ema_60_ratio,1.0,0.0,1.0
relative_strength_200,1.0,0.0,1.0
roc_20,1.0,0.0,1.0
williams_r,1.0,0.0,1.0
price_momentum_20,1.0,0.0,1.0
price_change_20d,1.0,0.0,1.0
momentum_5,1.0,0.0,1.0
price_sma_10_distance,1.0,0.0,1.0
price_change_5d,1.0,0.0,1.0
price_momentum_5,1.0,0.0,1.0
volatility_5d,1.0,0.0,1.0
