feature,importance
open,3.4009395e-06
price_momentum_20,2.389519e-06
sma_120_distance,2.3842717e-06
relative_strength,2.358754e-06
close,2.295338e-06
momentum_60,2.2331885e-06
roc_20,2.1648075e-06
vpt_ratio,2.0715954e-06
ema_30_distance,2.0293146e-06
rsi_ma,1.8932903e-06
ema_30_ratio,1.8088884e-06
sma_20_ratio,1.7608492e-06
cci,1.7406028e-06
price_change_60d,1.7381261e-06
trend_strength_60,1.7145425e-06
volatility_30d,1.693115e-06
price_sma_20_distance,1.6742539e-06
momentum_20,1.6732389e-06
price_change_20d,1.672551e-06
price_sma_10_distance_ma,1.5634818e-06
vpt,1.54801e-06
price_sma_50_distance,1.5162626e-06
volatility_30d_annualized,1.4890213e-06
sma_100_ratio,1.409609e-06
roc_5,1.4023159e-06
sma_120_ratio,1.3893965e-06
high_change_5d,1.338976e-06
sma_10_ratio,1.3178686e-06
price_momentum_5,1.2479317e-06
ema_50_ratio,1.2220141e-06
volume_std_60,1.2175043e-06
sma_50_ratio,1.1866855e-06
momentum_5,1.1606596e-06
price_change_5d,1.1235743e-06
stoch_k,1.1084165e-06
price_sma_5_distance_ma,1.0902745e-06
price_sma_10_distance,1.0458996e-06
momentum_30,1.0345025e-06
price_change_30d,1.0271375e-06
ema_20_ratio,9.806204e-07
price_position_50,9.3598896e-07
bb_position,7.8237923e-07
stoch_d,7.3156303e-07
williams_r,7.0270636e-07
rsi,6.813031e-07
price_channel_position_30,6.775157e-07
macd_signal,6.030004e-07
price_position_10,5.541754e-07
price_position_5,4.1218593e-07
target_confidence,2.0574923e-07
