feature,importance
relative_strength,1.5066781e-06
vpt,1.4843953e-06
open,1.3733912e-06
volatility_30d,1.3028773e-06
rsi,1.1878353e-06
price_sma_10_distance,1.1291686e-06
momentum_30,1.0455342e-06
bb_position,1.0167042e-06
sma_100_ratio,9.780181e-07
momentum_20,9.540834e-07
close,9.425531e-07
price_sma_10_distance_ma,9.369859e-07
roc_20,8.9959866e-07
sma_120_ratio,8.941073e-07
vpt_ratio,8.9195396e-07
sma_120_distance,8.545838e-07
price_sma_5_distance_ma,8.50591e-07
price_momentum_20,8.28161e-07
price_momentum_5,8.212291e-07
price_change_20d,7.6585746e-07
macd_signal,7.299556e-07
sma_20_ratio,7.169198e-07
ema_30_distance,6.8653674e-07
momentum_5,6.838875e-07
momentum_60,6.7770225e-07
ema_30_ratio,6.6822554e-07
price_position_50,6.41006e-07
price_sma_20_distance,6.26198e-07
roc_5,6.0639326e-07
trend_strength_60,6.004142e-07
price_change_60d,5.9086335e-07
sma_10_ratio,5.8656326e-07
cci,5.663693e-07
rsi_ma,5.510906e-07
price_change_30d,5.500481e-07
ema_50_ratio,5.3005306e-07
price_channel_position_30,4.821065e-07
ema_20_ratio,4.789452e-07
volume_std_60,4.4718684e-07
price_sma_50_distance,4.363081e-07
relative_strength_200,4.3163516e-07
price_change_5d,4.1920043e-07
sma_50_ratio,3.930296e-07
high_change_5d,3.8972556e-07
sma_200_ratio,3.820185e-07
williams_r,3.567114e-07
stoch_d,3.186235e-07
price_position_10,2.743826e-07
stoch_k,2.485065e-07
price_position_5,2.4503262e-07
