feature,importance
vpt_ratio,5.3708227e-06
sma_5_ratio,5.0044655e-06
relative_strength,4.5883858e-06
volume_ratio_60,4.317631e-06
vol_mom_interaction_volatility_20d_momentum_5,4.0376544e-06
macd_volume_interaction_volume_ratio_20,3.9124825e-06
price_change_3d,3.8053627e-06
high_change_5d,3.6860288e-06
price_volatility_ratio,3.4896882e-06
low_change_2d,3.4291618e-06
low_change_3d,3.3170697e-06
price_change_5d,3.1233487e-06
roc_10,2.9986159e-06
rsi_macd_interaction,2.835629e-06
price_sma_10_distance_ma,2.7637207e-06
bb_position,2.7040476e-06
price_sma_50_distance_ma,2.6453577e-06
rsi_ma,2.5413517e-06
sma_120_distance,2.4929266e-06
price_change_30d,2.4332542e-06
sma_10_ratio,2.3665302e-06
relative_strength_200,2.3487587e-06
price_change_60d,2.309466e-06
volume_std_60,2.2973998e-06
macd_signal,2.2644547e-06
rsi,2.100648e-06
rsi_neutral,2.0919936e-06
price_position_10,1.9876122e-06
stoch_d,1.7941044e-06
trend_strength_60,1.7849859e-06
price_position_5,1.5277411e-06
sma_cross_20_60,1.4900949e-06
rsi_trend_interaction_trend_strength_20,1.4731031e-06
price_position_50,1.4563827e-06
