feature,importance
volume_std_60,0.04784243719124033
price_volatility_ratio,0.044383032351150244
macd_signal,0.04361035279500467
rsi_ma,0.04071716504882239
trend_strength_60,0.03973518931277794
sma_120_distance,0.03889873313953371
rsi_trend_interaction_trend_strength_20,0.036872318089024955
price_change_60d,0.03514277736819414
price_change_30d,0.034831863852791946
relative_strength_200,0.03379418004899211
price_sma_50_distance_ma,0.032390333255078015
price_position_5,0.0319915851225082
stoch_d,0.03027741218339847
vpt_ratio,0.029885152722930245
rsi,0.029222680565287557
low_change_2d,0.029145517946606088
volume_ratio_60,0.02872608120603936
price_sma_10_distance_ma,0.028559865879646484
rsi_macd_interaction,0.028263528321425653
sma_5_ratio,0.027558234159960487
bb_position,0.02722807100071439
vol_mom_interaction_volatility_20d_momentum_5,0.026961074983756567
high_change_5d,0.026865634114946177
roc_10,0.026833390075154874
macd_volume_interaction_volume_ratio_20,0.026797448459471518
price_position_50,0.026111235053051265
price_position_10,0.025959368433562398
price_change_3d,0.02444321789643743
roc_5,0.024281211779597665
low_change_3d,0.02405874428582985
relative_strength,0.023231278050717397
price_sma_10_distance,0.022543956754251082
sma_cross_20_60,0.0028369285520964877
