feature,importance
cci,1.9878853e-07
volatility_5d_annualized,1.9557483e-07
ema_30_distance,1.891456e-07
rsi_ma,1.6769559e-07
sma_10_ratio,1.6221755e-07
price_sma_10_distance_ma,1.4973423e-07
price_channel_position_30,1.4858888e-07
momentum_30,1.4700689e-07
roc_20,1.3366933e-07
vwap_ratio,1.3282737e-07
high_change_5d,1.3129323e-07
price_momentum_20,1.3008953e-07
price_position_5,1.287207e-07
price_change_20d,1.2709606e-07
ema_60_distance,1.2576183e-07
price_change_60d,1.1892753e-07
price_sma_20_distance_ma,1.18604675e-07
ema_10_ratio,1.1776693e-07
sma_100_ratio,1.17348925e-07
sma_20_ratio,1.1663066e-07
momentum_5,1.16103365e-07
close,1.1442824e-07
rsi,1.1410479e-07
volatility_30d_ma,1.1393607e-07
trend_strength_60,1.1263677e-07
price_momentum_5,1.12461116e-07
stoch_k,1.1086853e-07
price_position_10,1.06106484e-07
momentum_20,1.0566516e-07
momentum_60,1.05409455e-07
macd_signal,1.05344775e-07
vpt,1.0473213e-07
price_position_50,1.03182636e-07
volatility_5d,1.02751386e-07
ema_60_ratio,1.0141668e-07
price_sma_10_distance,1.0117513e-07
stoch_d,1.0080721e-07
williams_r,1.00695004e-07
price_sma_5_distance_ma,1.0007344e-07
sma_120_ratio,9.967787e-08
ema_20_ratio,9.925705e-08
volume_std_60,9.900075e-08
price_channel_position_60,9.7810585e-08
sma_50_ratio,9.681548e-08
vpt_ratio,9.5921784e-08
bb_position,9.335389e-08
price_sma_50_distance,9.331311e-08
relative_strength_200,9.3121216e-08
price_sma_20_distance,9.297566e-08
open,9.178438e-08
ema_30_ratio,9.100162e-08
sma_120_distance,9.068266e-08
relative_strength,8.5220336e-08
ema_50_ratio,8.4832806e-08
high_change_10d,8.388653e-08
relative_strength_200_ma,8.281194e-08
sma_200_ratio,8.207911e-08
price_change_5d,8.139449e-08
price_change_30d,7.765353e-08
roc_5,7.719617e-08
