feature,importance
macd_signal,0.036481824
price_change_30d,0.027037008
price_sma_20_distance,0.025737083
momentum_30,0.02552574
price_change_20d,0.025287589
momentum_20,0.025185887
vpt_ratio,0.024712408
sma_120_ratio,0.024571348
price_sma_50_distance,0.024486901
price_channel_position_30,0.024206484
open,0.023825357
price_position_50,0.023600759
price_change_60d,0.023061205
momentum_60,0.022892885
volume_std_60,0.022639122
sma_200_ratio,0.022631913
volatility_30d,0.022596551
price_sma_5_distance_ma,0.022529824
price_sma_10_distance,0.022368154
rsi_ma,0.022184696
price_momentum_20,0.021792198
close,0.021526542
cci,0.021098962
sma_100_ratio,0.020983841
stoch_k,0.020892536
relative_strength_200,0.02073236
trend_strength_60,0.020514015
roc_5,0.020222079
vpt,0.0201564
sma_50_ratio,0.020137496
price_position_5,0.020119019
high_change_5d,0.02010005
ema_50_ratio,0.020042203
stoch_d,0.019625757
sma_20_ratio,0.019483993
rsi,0.019151527
williams_r,0.018877896
relative_strength,0.018554969
bb_position,0.018352939
sma_10_ratio,0.01806259
ema_20_ratio,0.018059947
price_sma_10_distance_ma,0.018005906
price_position_10,0.016368493
ema_30_distance,0.015427418
sma_120_distance,0.014587892
momentum_5,0.011610337
ema_30_ratio,0.010730865
price_momentum_5,0.0032190913
roc_20,0.0
price_change_5d,0.0
